tsne_1,tsne_2,state,persona_id,diary_index,token_index,token,decoded_text,token_type
58.349144,25.830172,Baseline,3,1,102,そう,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そう",content
58.336475,25.798569,Baseline,3,1,103,に,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに",content
59.0262,27.330708,Baseline,3,1,104,笑,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑",content
-34.66947,5.497773,Baseline,3,1,105,った,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った",content
-41.643253,3.6306198,Baseline,3,1,106,。,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。",content
28.161524,-51.945187,Baseline,3,1,107,今,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今",content
-21.239141,-32.365406,Baseline,3,1,108,週,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週",content
-11.918317,-31.965023,Baseline,3,1,109,も,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も",content
3.1080768,-2.5197453,Baseline,3,1,110,�,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も�",content
20.0161,34.80071,Baseline,3,1,111,�,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑",content
19.982487,34.80218,Baseline,3,1,112,張,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張",content
4.496266,-31.54319,Baseline,3,1,113,って,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って",content
4.5248027,-31.609388,Baseline,3,1,114,、,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、",content
-12.321521,29.068544,Baseline,3,1,115,週,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週",content
-16.154163,-24.88957,Baseline,3,1,116,末,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末",content
-15.654226,-25.673086,Baseline,3,1,117,は,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は",content
2.0553288,-8.266254,Baseline,3,1,118,家族,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族",content
1.7271456,-8.704183,Baseline,3,1,119,と,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族と",content
-25.036274,-3.1783502,Baseline,3,1,120,過ご,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族と過ご",content
-25.530636,-3.0617783,Baseline,3,1,121,せる,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族と過ごせる",content
15.850782,-35.965397,Baseline,3,1,122,ように,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族と過ごせるように",content
-21.984234,1.970955,Baseline,3,1,123,したい,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族と過ごせるようにしたい",content
-39.07307,3.9917133,Baseline,3,1,124,。,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族と過ごせるようにしたい。",content
-71.28498,26.905663,Baseline,3,1,125,」,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族と過ごせるようにしたい。」",content
-74.05133,37.596737,Baseline,3,1,126,<|im_end|>,"<think>

</think>

「今日は月曜日。朝は妻の美咲が私のために朝ごはんを用意してくれた。昨日の日曜日は釣りに出かけ、久しぶりに大きな青魚を釣れた。夕食のとき、美咲が『また今週は忙しいの？』と尋ねてきたが、私は『ちょっとだけ。でも週末は二人でゆっくりしたいな』と答えたら、彼女は満足そうに笑った。今週も頑張って、週末は家族と過ごせるようにしたい。」",special
57.613697,8.534284,Baseline,3,1,127,,,whitespace
55.72191,9.955717,Baseline,3,1,128,,,whitespace
55.083508,10.825819,Baseline,3,1,129,,,whitespace
54.587654,11.716409,Baseline,3,1,130,,,whitespace
54.46935,12.439219,Baseline,3,1,131,,,whitespace
-68.53946,5.5516915,Baseline,3,2,0,<think>,<think>,content
42.950424,58.952908,Baseline,3,2,1,"

","<think>

",whitespace
77.907425,9.979089,Baseline,3,2,2,</think>,"<think>

</think>",content
55.586834,53.624638,Baseline,3,2,3,"

","<think>

</think>

",whitespace
-43.994694,61.676903,Baseline,3,2,4,「,"<think>

</think>

「",content
74.97857,36.719715,Baseline,3,2,5,今日は,"<think>

</think>

「今日は",content
-55.226406,59.070095,Baseline,3,2,6,火,"<think>

</think>

「今日は火",content
-79.163345,2.0520647,Baseline,3,2,7,曜,"<think>

</think>

「今日は火曜",content
-90.75545,-2.9664257,Baseline,3,2,8,日,"<think>

</think>

「今日は火曜日",content
81.33864,-10.539185,Baseline,3,2,9,。,"<think>

</think>

「今日は火曜日。",content
80.89432,-5.482604,Baseline,3,2,10,昨日,"<think>

</think>

「今日は火曜日。昨日",content
-78.30862,-10.798756,Baseline,3,2,11,の,"<think>

</think>

「今日は火曜日。昨日の",content
-65.95607,-1.5051218,Baseline,3,2,12,�,"<think>

</think>

「今日は火曜日。昨日の�",content
-59.984287,-39.020622,Baseline,3,2,13,�,"<think>

</think>

「今日は火曜日。昨日の釣",content
-57.671074,-33.137352,Baseline,3,2,14,り,"<think>

</think>

「今日は火曜日。昨日の釣り",content
-49.94953,12.212678,Baseline,3,2,15,の,"<think>

</think>

「今日は火曜日。昨日の釣りの",content
-2.4458144,29.992775,Baseline,3,2,16,話,"<think>

</think>

「今日は火曜日。昨日の釣りの話",content
-26.135157,-16.53613,Baseline,3,2,17,題,"<think>

</think>

「今日は火曜日。昨日の釣りの話題",content
-25.881388,-17.258297,Baseline,3,2,18,を,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を",content
71.19342,-16.33064,Baseline,3,2,19,美,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美",content
71.38406,-16.35088,Baseline,3,2,20,�,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美�",content
-4.0846295,-50.494537,Baseline,3,2,21,�,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲",content
-43.975437,-42.271202,Baseline,3,2,22,が,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲が",content
-54.893467,4.5329657,Baseline,3,2,23,また,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた",content
-38.464375,-46.960606,Baseline,3,2,24,持ち,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち",content
12.986448,-26.179396,Baseline,3,2,25,出して,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して",content
13.413627,-26.791798,Baseline,3,2,26,、,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、",content
14.551075,-26.12137,Baseline,3,2,27,『,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『",content
14.861722,-25.844414,Baseline,3,2,28,その,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その",content
-0.30716452,-18.859598,Baseline,3,2,29,魚,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚",content
-18.820322,28.877108,Baseline,3,2,30,、,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、",content
-2.2141752,-15.095059,Baseline,3,2,31,今,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今",content
5.3745704,36.917347,Baseline,3,2,32,度,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度",content
-3.306829,-14.53422,Baseline,3,2,33,一緒に,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に",content
30.286636,-52.12191,Baseline,3,2,34,調,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調",content
32.370586,2.9810102,Baseline,3,2,35,理,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理",content
-2.6531677,14.038426,Baseline,3,2,36,して,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理して",content
69.628784,8.481608,Baseline,3,2,37,み,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみ",content
69.56681,8.432813,Baseline,3,2,38,ない,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない",content
-3.3884902,10.811145,Baseline,3,2,39,？,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？",content
-4.19015,10.658423,Baseline,3,2,40,』,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』",content
-5.2376766,10.644406,Baseline,3,2,41,と,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と",content
5.6366973,27.935791,Baseline,3,2,42,提案,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案",content
6.1247416,28.503496,Baseline,3,2,43,してくれ,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれ",content
6.2286534,29.52801,Baseline,3,2,44,た,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた",content
7.056278,28.043674,Baseline,3,2,45,。,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。",content
-27.37907,24.516485,Baseline,3,2,46,嬉しい,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しい",content
-38.46544,11.155981,Baseline,3,2,47,な,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな",content
-44.86411,-4.2355337,Baseline,3,2,48,。,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。",content
30.38375,1.3649471,Baseline,3,2,49,今日は,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は",content
-24.740868,3.0889413,Baseline,3,2,50,生,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生",content
-43.57731,-4.5179768,Baseline,3,2,51,徒,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒",content
-15.706504,-36.517174,Baseline,3,2,52,たち,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たち",content
40.27356,33.031628,Baseline,3,2,53,の,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの",content
41.75514,32.98475,Baseline,3,2,54,国,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国",content
41.58145,33.038105,Baseline,3,2,55,語,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語",content
40.935265,33.228703,Baseline,3,2,56,の,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語の",content
39.764385,35.425697,Baseline,3,2,57,テスト,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテスト",content
40.798737,35.170067,Baseline,3,2,58,を,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを",content
40.50011,34.821545,Baseline,3,2,59,返,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返",content
41.588696,26.490643,Baseline,3,2,60,却,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却",content
36.236702,28.144186,Baseline,3,2,61,した,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却した",content
43.441093,27.55641,Baseline,3,2,62,が,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが",content
43.401978,27.584248,Baseline,3,2,63,、,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、",content
36.70625,28.650423,Baseline,3,2,64,いくつか,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつか",content
-31.904913,-15.019009,Baseline,3,2,65,の,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの",content
55.180378,39.960503,Baseline,3,2,66,作文,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文",content
55.141693,40.28293,Baseline,3,2,67,に,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に",content
55.121777,40.437927,Baseline,3,2,68,感,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感",content
40.66862,22.957672,Baseline,3,2,69,心,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心",content
55.046425,40.96845,Baseline,3,2,70,する,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心する",content
55.9613,35.247562,Baseline,3,2,71,もの,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するもの",content
55.925167,35.283195,Baseline,3,2,72,も,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものも",content
55.904926,35.304665,Baseline,3,2,73,あった,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった",content
6.4667535,39.687195,Baseline,3,2,74,。,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。",content
6.512514,39.766144,Baseline,3,2,75,夕,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕",content
6.7346454,40.111935,Baseline,3,2,76,食,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食",content
-43.959606,-0.23950228,Baseline,3,2,77,の,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食の",content
-4.56178,-12.167078,Baseline,3,2,78,とき,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき",content
34.484264,-3.8759372,Baseline,3,2,79,、,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、",content
12.680898,6.8030043,Baseline,3,2,80,美,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美",content
13.805909,6.3504467,Baseline,3,2,81,�,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美�",content
-4.159809,-21.42693,Baseline,3,2,82,�,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲",content
-45.22322,-42.658375,Baseline,3,2,83,が,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲が",content
-51.434696,3.9471204,Baseline,3,2,84,『,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲が『",content
-37.56713,-46.94741,Baseline,3,2,85,最近,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲が『最近",content
-5.8705983,-18.287685,Baseline,3,2,86,、,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲が『最近、",content
-18.746328,29.20617,Baseline,3,2,87,あなたの,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲が『最近、あなたの",content
25.0965,1.9634482,Baseline,3,2,88,授,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲が『最近、あなたの授",content
25.029184,1.8266658,Baseline,3,2,89,業,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲が『最近、あなたの授業",content
48.936718,30.187826,Baseline,3,2,90,の,"<think>

</think>

「今日は火曜日。昨日の釣りの話題を美咲がまた持ち出して、『その魚、今度一緒に調理してみない？』と提案してくれた。嬉しいな。今日は生徒たちの国語のテストを返却したが、いくつかの作文に感心するものもあった。夕食のとき、美咲が『最近、あなたの授業の",content
